,Word,hits,misses,correct.rejections,false.alarms,word.x,pos,wn_num_meanings,wn_num_synonyms,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,meanings,meanings_n,num_synonyms,syn_n,arousal,concrete,fam,image,valence,X,word.y,mean.cor,num_syn,r.given.w,w.given.r,Acc,freq,M,false.alarm.rate,hit.rate,GloVe distinctiveness
514,DENIAL,50,22,69,9,denial,n,5,13,268,199,224,173,5.25,2.4298,2.37,2.301,1.5925925925925901,27,2.7083333333333304,24,3.1666666666666696,2.1785714285714297,4.86206896551724,1.7,1.92857142857143,1735,denial,0.283168408161731,3.7083333333333304,0.6279069767441872,0.2696629213483149,0.7933333333333333,5.159055299214528,-6.4696378385987225,0.1153846153846154,0.6944444444444444,0.12349613009258256
515,DENNIS,55,23,78,7,dennis,,0,0,854,204,20,2,16.75,2.932,2.43,2.3118,1.0434782608695699,23,0.0434782608695652,23,2.27777777777778,3.4285714285714306,4.17241379310345,2.84,3.0714285714285694,1729,dennis,0.279759789000361,1.0434782608695652,0.9583333333333288,0.9583333333333334,0.8159509202453987,1.0986122886681098,-1.1411719030869056,0.08235294117647059,0.7051282051282052,0.11525586813449684
516,DENVER,60,20,83,3,denver,n,1,3,421,218,0,0,8.25,2.6253,2.6,2.3404,1.22222222222222,27,0.037037037037037,27,3.1666666666666696,4.64285714285714,4.76666666666667,4.03571428571429,3.39285714285714,1960,denver,0.3694030794236379,1.037037037037037,0.8181818181818196,0.9642857142857144,0.8614457831325302,0.0,-0.03636764417087483,0.034883720930232565,0.75,0.12213505389733607
517,DEPARTURES,49,29,72,18,departures,n,3,15,16,14,15,13,0.31,1.2304,0.17,1.1761,1.5,28,2.44444444444444,27,3.0,3.0,4.75,2.51724137931034,2.6551724137931,1531,departures,0.219177655299679,3.44444444444444,0.6666666666666666,0.29032258064516164,0.7202380952380952,2.6390573296152584,-3.875819956764184,0.2,0.6282051282051282,0.05881230771198642
518,DEPOT,70,14,84,10,depot,n,2,8,150,97,116,68,2.94,2.1790000000000003,1.16,1.9912,1.51851851851852,27,1.93103448275862,29,2.5833333333333304,3.9285714285714306,4.56666666666667,3.3214285714285694,3.0,1692,depot,0.26825609200822603,2.9310344827586206,0.658536585365853,0.34117647058823536,0.8651685393258427,4.23410650459726,-5.309461931101102,0.10638297872340426,0.8333333333333334,0.0989545776506513
519,DEPRAVED,54,15,67,15,depraved,v,2,15,65,55,62,52,1.27,1.8195,0.66,1.7482,1.25925925925926,27,2.2272727272727297,22,3.9166666666666696,1.96153846153846,4.357142857142859,2.28571428571429,1.44444444444444,401,depraved,-0.0823134188272281,3.2272727272727297,0.7941176470588229,0.3098591549295772,0.8013245033112583,3.970291913552122,-5.141929337235123,0.18292682926829268,0.7826086956521741,0.12638385375836134
520,DERELICT,53,27,79,12,derelict,n,6,23,40,33,40,33,0.78,1.6128,0.39,1.5315,1.29166666666667,24,2.55555555555556,27,2.7083333333333304,3.0,3.9,2.6666666666666696,1.93103448275862,1085,derelict,0.0976595122810321,3.55555555555556,0.7741935483870948,0.2812499999999997,0.7719298245614035,3.5263605246161616,-4.7948718500796685,0.13186813186813187,0.6625,0.10376956002378725
521,DESCENT,54,17,62,13,descent,n,6,29,132,102,129,101,2.59,2.1239,1.22,2.0128,1.51851851851852,27,2.85714285714286,28,3.0416666666666696,2.67857142857143,4.73333333333333,2.71428571428571,3.0689655172413794,1739,descent,0.28464075188552895,3.85714285714286,0.658536585365853,0.2592592592592591,0.7945205479452054,4.624972813284272,-5.974899530233286,0.17333333333333334,0.7605633802816901,0.11238390695325995
522,DESCRIBE,27,42,74,5,describe,v,4,18,866,693,769,630,16.98,2.938,8.26,2.8414,1.14285714285714,28,3.0833333333333304,24,2.52,2.35714285714286,4.89655172413793,1.5,3.46428571428571,2087,describe,0.454692304467172,4.08333333333333,0.8750000000000022,0.2448979591836737,0.6824324324324325,6.447305862541213,-7.854219510863838,0.06329113924050632,0.39130434782608703,0.13440478690486515
523,DESERTED,48,33,77,14,deserted,v,4,10,276,230,264,221,5.41,2.4425,2.74,2.3636,1.55555555555556,27,3.1363636363636402,22,2.7272727272727297,2.46153846153846,4.703703703703701,3.1481481481481497,1.80769230769231,1757,deserted,0.28978544073431,4.13636363636364,0.642857142857141,0.24175824175824154,0.7267441860465116,5.402677381872278,-6.822494435030813,0.15384615384615385,0.5925925925925926,0.1399512780706749
524,DESIRE,40,35,66,12,desire,n,6,9,1034,733,977,713,20.27,3.0149,8.74,2.8657,1.5,26,3.4615384615384603,26,4.63636363636364,1.7307692307692302,4.93103448275862,1.8,4.103448275862069,2097,desire,0.458063314424177,4.46153846153846,0.6666666666666666,0.22413793103448285,0.6928104575163399,6.570882962339583,-8.066376615424467,0.15384615384615385,0.5333333333333333,0.16383972340236141
525,DESPICABLE,57,17,62,16,despicable,s,1,7,107,98,104,97,2.1,2.0334,1.17,1.9956,1.13793103448276,29,3.22222222222222,27,3.81818181818182,1.74074074074074,4.72413793103448,1.93103448275862,1.44827586206897,744,despicable,0.0145016905561474,4.2222222222222205,0.8787878787878777,0.23684210526315805,0.7828947368421053,4.584967478670572,-6.025329061060737,0.20512820512820512,0.7702702702702703,0.12692349949263557
526,DETERIORATION,43,33,77,2,deterioration,n,2,6,26,26,26,26,0.51,1.4314,0.31,1.4314,1.22222222222222,27,2.76190476190476,21,2.7727272727272703,2.46153846153846,4.63333333333333,2.7083333333333304,1.58620689655172,1630,deterioration,0.248985606431368,3.76190476190476,0.8181818181818196,0.2658227848101267,0.7741935483870968,3.2958368660043287,-4.620762280747927,0.02531645569620253,0.5657894736842105,0.10525019220108218
527,DICTIONARY,49,25,70,12,dictionary,n,1,2,190,132,169,118,3.73,2.281,1.57,2.1239,1.0,28,0.407407407407407,27,2.2608695652173902,4.6551724137931,4.851851851851849,4.72,3.60714285714286,1306,dictionary,0.159601102691023,1.4074074074074068,1.0,0.7105263157894739,0.7628205128205128,4.7791234931115305,-5.120872786833586,0.14634146341463414,0.6621621621621622,0.09184389068644436
528,DIGGER,50,19,68,9,digger,n,2,5,245,68,55,42,4.8,2.3909,0.81,1.8388,1.42857142857143,28,1.26923076923077,26,2.91304347826087,3.9310344827586206,4.59259259259259,3.8333333333333304,2.6551724137931,505,digger,-0.0552814399413817,2.26923076923077,0.6999999999999993,0.4406779661016947,0.8082191780821918,3.7612001156935615,-4.5806410215778,0.11688311688311688,0.7246376811594203,0.09261829632892286
529,DIGIT,40,33,78,2,digit,n,3,8,30,27,29,26,0.59,1.4914,0.32,1.4472,1.96,25,2.42307692307692,26,2.2272727272727297,4.07692307692308,4.78571428571429,3.8,3.10714285714286,1695,digit,0.26926467797384696,3.42307692307692,0.5102040816326531,0.2921348314606744,0.7712418300653595,3.2958368660043287,-4.526376697714986,0.025,0.547945205479452,0.06816061758372753
530,DIKE,56,8,65,6,dike,n,3,8,21,11,21,11,0.41,1.3424,0.13,1.0792,1.52,25,1.8095238095238102,21,2.85714285714286,3.76923076923077,3.7407407407407405,3.40740740740741,2.76923076923077,765,dike,0.0207719008826374,2.80952380952381,0.6578947368421053,0.35593220338983045,0.8962962962962963,2.4849066497880004,-3.517921655970297,0.08450704225352113,0.875,0.08794246857616475
531,DIMINISHED,47,24,62,14,diminished,v,6,17,63,57,56,51,1.24,1.8062,0.68,1.7634,1.64285714285714,28,3.3636363636363598,22,2.3636363636363598,2.0,4.7407407407407405,1.85185185185185,1.88461538461538,1882,diminished,0.333621387635621,4.36363636363636,0.6086956521739141,0.2291666666666669,0.7414965986394558,3.951243718581428,-5.424549456690947,0.18421052631578946,0.6619718309859155,0.14574217826781896
532,DIPLOMACY,64,19,82,13,diplomacy,n,3,9,81,67,73,63,1.59,1.9138,0.8,1.8325,1.33333333333333,30,1.5416666666666698,24,2.5833333333333304,2.42307692307692,4.57142857142857,1.96296296296296,3.88888888888889,1883,diplomacy,0.333748097388084,2.5416666666666696,0.7500000000000019,0.3934426229508192,0.8202247191011236,4.158883083359672,-5.091703117185038,0.1368421052631579,0.7710843373493976,0.10537898461656822
533,DIRE,44,27,70,11,dire,s,2,14,112,92,98,86,2.2,2.0531,1.1,1.9685,1.25925925925926,27,2.3043478260869596,23,3.77777777777778,1.7142857142857097,4.68965517241379,2.0,1.5357142857142903,1714,dire,0.275000702531883,3.3043478260869596,0.7941176470588229,0.3026315789473681,0.75,4.465908118654584,-5.661147243011767,0.13580246913580246,0.6197183098591549,0.12868699420019666
534,DISAPPOINT,46,30,80,6,disappoint,v,1,2,431,389,423,383,8.45,2.6355,4.64,2.5911,1.11538461538462,26,2.53846153846154,26,2.6363636363636402,1.84615384615385,4.86206896551724,1.8,1.72413793103448,1139,disappoint,0.11299140057102401,3.5384615384615397,0.8965517241379273,0.2826086956521738,0.7777777777777778,5.950642552587727,-7.214334591615286,0.06976744186046513,0.6052631578947368,0.1164640578379608
535,DISASTER,38,40,78,8,disaster,n,3,8,881,684,848,664,17.27,2.9455,8.15,2.8357,1.18518518518519,27,3.59090909090909,22,4.40909090909091,2.81481481481481,4.86666666666667,3.375,1.10714285714286,2021,disaster,0.40795700807654606,4.59090909090909,0.8437499999999966,0.21782178217821788,0.7073170731707317,6.499787040655853,-8.023865104138798,0.09302325581395347,0.4871794871794872,0.11955983928960615
536,DISBARRED,51,33,91,5,disbarred,v,1,1,56,46,54,45,1.1,1.7559,0.55,1.6721,1.15384615384615,26,1.0,23,3.4782608695652204,2.41379310344828,3.8518518518518503,1.72,1.6551724137931,626,disbarred,-0.0211320405012319,2.0,0.8666666666666696,0.5,0.7888888888888889,3.828641396489095,-4.5217885770490405,0.052083333333333336,0.6071428571428571,0.04375972829545903
537,DISCARD,44,34,77,15,discard,n,4,17,55,40,48,35,1.08,1.7482,0.48,1.6128,1.4642857142857097,28,2.39285714285714,28,2.4347826086956497,2.44827586206897,4.77777777777778,2.8,2.20689655172414,1313,discard,0.160220602007965,3.39285714285714,0.6829268292682947,0.2947368421052634,0.7117647058823531,3.58351893845611,-4.805191319881446,0.16304347826086954,0.5641025641025641,0.10791352974181118
538,DISCLOSE,37,39,71,11,disclose,v,2,13,88,74,84,72,1.73,1.9494,0.88,1.8751,1.22222222222222,27,2.85,20,2.76190476190476,2.12,4.8,1.4583333333333302,2.75862068965517,1804,disclose,0.30642882969217,3.85,0.8181818181818196,0.2597402597402597,0.6835443037974683,4.290459441148391,-5.638532589448084,0.13414634146341464,0.4868421052631579,0.08475748554777754
539,DISCO,69,15,86,7,disco,n,3,5,294,153,221,129,5.76,2.4698,1.82,2.1875,1.74074074074074,27,0.583333333333333,24,3.55555555555556,3.35714285714286,4.82758620689655,4.25,3.6785714285714306,1395,disco,0.182735914898559,1.583333333333333,0.5744680851063833,0.6315789473684211,0.8757062146892656,4.867534450455582,-5.327066779834023,0.07526881720430108,0.8214285714285714,0.09509715298163242
540,DISCOURAGE,51,37,77,17,discourage,v,3,7,68,63,67,62,1.33,1.8388,0.75,1.8062,1.20689655172414,29,2.92592592592593,27,2.3636363636363598,1.88461538461538,4.72413793103448,1.58620689655172,1.7931034482758603,1693,discourage,0.268651146450582,3.92592592592593,0.8285714285714272,0.2547169811320752,0.7032967032967034,4.143134726391533,-5.510736954499271,0.18085106382978725,0.5795454545454546,0.1414357440152997
541,DISCUSSIONS,37,36,68,10,discussions,n,2,6,86,72,86,72,1.69,1.9395,0.86,1.8633,1.22222222222222,27,2.2916666666666696,24,2.77777777777778,2.57142857142857,4.93103448275862,2.6,3.46428571428571,2062,discussions,0.433811687240468,3.2916666666666696,0.8181818181818196,0.3037974683544301,0.6953642384105961,4.290459441148391,-5.481853463267468,0.1282051282051282,0.5068493150684932,0.0739739564783537
542,DISLIKE,40,36,75,8,dislike,n,3,6,200,169,197,169,3.92,2.3032,2.01,2.2304,1.22222222222222,27,2.9583333333333304,24,3.1666666666666696,2.0,4.96551724137931,2.32,1.67857142857143,1403,dislike,0.18430110325358898,3.9583333333333304,0.8181818181818196,0.25263157894736865,0.7232704402515723,5.135798437050261,-6.5116214983028575,0.0963855421686747,0.5263157894736842,0.12979991373306365
543,DISLOCATED,35,31,66,10,dislocated,v,3,8,76,58,69,52,1.49,1.8865,0.69,1.7709,1.57142857142857,28,1.4074074074074099,27,3.3043478260869596,3.0,4.703703703703701,3.32,1.58620689655172,1182,dislocated,0.123909427794476,2.40740740740741,0.6363636363636369,0.4153846153846149,0.7112676056338029,3.970291913552122,-4.848842317443432,0.13157894736842105,0.5303030303030303,0.08835032188099762
544,DISMOUNT,51,23,75,2,dismount,n,2,6,73,49,40,34,1.43,1.8692,0.58,1.699,1.68,25,1.84615384615385,26,2.95454545454545,3.65384615384615,4.75862068965517,3.36,3.03448275862069,451,dismount,-0.0693206964615065,2.8461538461538503,0.5952380952380952,0.3513513513513509,0.8344370860927153,3.555348061489413,-4.601316616672103,0.025974025974025976,0.6891891891891891,0.08785434094857944
545,DISORDERLY,64,20,69,27,disorderly,a,3,8,69,57,63,56,1.35,1.8451,0.68,1.7634,1.32142857142857,28,3.5833333333333304,24,3.44,2.03703703703704,4.78571428571429,3.03333333333333,1.89285714285714,927,disorderly,0.0593463275354147,4.58333333333333,0.7567567567567576,0.2181818181818183,0.7388888888888889,4.043051267834549,-5.56547780327902,0.28125,0.7619047619047619,0.09632441531817464
546,DISPENSED,51,30,76,10,dispensed,v,4,16,27,24,27,24,0.53,1.4472,0.29,1.3979,1.4074074074074099,27,2.57142857142857,28,2.6,2.57142857142857,4.8,2.57142857142857,3.10344827586207,949,dispensed,0.0648340223324024,3.5714285714285694,0.7105263157894723,0.2800000000000001,0.7604790419161677,3.218875824868201,-4.491841500681088,0.11627906976744184,0.6296296296296297,0.09787655225432983
547,DISPLACED,54,26,73,13,displaced,v,4,16,46,41,43,39,0.9,1.6721,0.49,1.6232,1.39285714285714,28,3.2608695652173902,23,3.0,2.2962962962963,4.82758620689655,2.03333333333333,2.0,1818,displaced,0.31187887190780395,4.26086956521739,0.7179487179487195,0.2346938775510205,0.7650602409638554,3.688879454113936,-5.138352716855358,0.1511627906976744,0.675,0.09694339987546244
548,DISPLAYS,47,38,81,13,displays,n,8,15,64,63,62,61,1.25,1.8129,0.75,1.8062,2.20689655172414,29,2.96296296296296,27,2.5,3.3703703703703702,4.82142857142857,3.62068965517241,3.24137931034483,1759,displays,0.290207804090164,3.96296296296296,0.4531249999999996,0.25233644859813104,0.7150837988826816,4.127134385045092,-5.504126353502668,0.13829787234042554,0.5529411764705883,0.07205095502363888
549,DISPOSE,42,33,74,13,dispose,v,5,19,160,142,143,129,3.14,2.2068,1.69,2.1553,1.7307692307692302,26,3.3636363636363598,22,2.54545454545455,2.3076923076923097,4.77777777777778,2.59259259259259,2.0,1396,dispose,0.18305861433358103,4.36363636363636,0.5777777777777781,0.2291666666666669,0.7160493827160493,4.867534450455582,-6.340840188565101,0.14942528735632185,0.56,0.10753988782519297
550,DISTILLED,61,20,72,16,distilled,v,9,24,32,24,30,22,0.63,1.5185,0.29,1.3979,1.3703703703703702,27,0.956521739130435,23,2.1111111111111103,2.6296296296296298,4.72413793103448,2.08,3.37931034482759,926,distilled,0.0592291246097033,1.956521739130435,0.7297297297297299,0.5111111111111111,0.7869822485207101,3.1354942159291497,-3.80666248977032,0.18181818181818185,0.7530864197530864,0.07734802625975609
551,DISTRICT,42,35,73,9,district,n,2,6,1068,608,696,459,20.94,3.029,7.25,2.7846,1.55172413793103,29,2.1481481481481497,27,2.09090909090909,3.44444444444444,4.75862068965517,2.37931034482759,3.0689655172413794,1952,district,0.36286177011224,3.1481481481481497,0.6444444444444463,0.3176470588235292,0.7232704402515723,6.131226489483142,-7.2780408799691285,0.1097560975609756,0.5454545454545454,0.07501672154272504
552,DITCH,45,32,78,8,ditch,n,8,11,401,308,368,288,7.86,2.6042,3.67,2.49,2.14285714285714,28,1.96153846153846,26,2.60869565217391,4.13793103448276,4.846153846153849,4.16,2.0,1649,ditch,0.25644744296584504,2.9615384615384603,0.4666666666666673,0.33766233766233783,0.7546012269938649,5.666426688112433,-6.752135571944634,0.09302325581395347,0.5844155844155844,0.1422041058329498
553,DIVA,80,11,90,11,diva,n,1,2,78,27,36,22,1.53,1.8976,0.32,1.4472,1.55555555555556,27,2.58620689655172,29,3.9583333333333304,3.10714285714286,4.6,3.53571428571429,2.55172413793103,932,diva,0.0601484901434403,3.5862068965517206,0.642857142857141,0.2788461538461541,0.8854166666666666,3.1354942159291497,-4.412589285084048,0.10891089108910892,0.8791208791208791,0.102005040991663
554,DOCUMENTARIES,55,30,80,7,documentaries,n,1,4,37,23,34,23,0.73,1.5798,0.27,1.3802,1.13793103448276,29,1.2173913043478302,23,2.5,4.07692307692308,4.8148148148148096,3.5714285714285694,3.81481481481481,1497,documentaries,0.20925658849791698,2.2173913043478297,0.8787878787878777,0.450980392156862,0.7848837209302325,3.1780538303479458,-3.974385247143124,0.08045977011494253,0.6470588235294118,0.06462652393858714
555,DODGING,49,27,76,8,dodging,n,6,23,82,77,78,74,1.61,1.9191,0.92,1.8921,1.2962962962963,27,2.0416666666666696,24,3.72222222222222,2.5,4.82758620689655,3.32,2.64285714285714,916,dodging,0.0574550263527849,3.0416666666666696,0.7714285714285692,0.3287671232876709,0.78125,4.31748811353631,-5.429893724336757,0.09523809523809523,0.6447368421052632,0.13625196637711662
556,DOGFIGHT,60,19,87,3,dogfight,n,6,10,8,7,8,7,0.16,0.9542,0.08,0.9031,1.7857142857142903,28,1.5652173913043501,23,3.92,3.78571428571429,4.79310344827586,4.5333333333333306,1.51724137931034,602,dogfight,-0.0259999682385498,2.5652173913043503,0.5599999999999986,0.389830508474576,0.8698224852071006,2.079441541679836,-3.021484769656406,0.03333333333333333,0.7594936708860759,0.08165983509943445
557,DOLING,46,32,76,6,doling,,0,0,20,18,13,13,0.39,1.3222,0.21,1.2788,1.1875,16,2.5833333333333304,12,2.45454545454545,2.26923076923077,2.7037037037037,2.03703703703704,2.73076923076923,734,doling,0.0105479480880215,3.5833333333333304,0.8421052631578947,0.27906976744186074,0.7625,2.6390573296152584,-3.91535079552082,0.07317073170731707,0.5897435897435898,0.10787624874608889
558,DOLLIES,53,21,75,9,dollies,n,3,4,10,8,8,7,0.2,1.0414,0.1,0.9542,2.0,26,1.57894736842105,19,2.31818181818182,3.84615384615385,4.2,4.04166666666667,3.48275862068966,49,dollies,-0.280815519410456,2.5789473684210495,0.5,0.3877551020408167,0.810126582278481,2.079441541679836,-3.0268228606240215,0.10714285714285714,0.7162162162162162,0.06720955149793469
559,DOMINATRIX,81,12,96,4,dominatrix,n,1,1,22,17,18,14,0.43,1.3617,0.2,1.2553,1.0,27,0.7619047619047621,21,4.5,3.80769230769231,3.92592592592593,4.46428571428571,2.51851851851852,177,dominatrix,-0.179599944176138,1.761904761904762,1.0,0.5675675675675675,0.917098445595855,2.7080502011022096,-3.2744456760230114,0.04,0.8709677419354839,0.07648777943114526
560,DONALD,54,23,81,2,donald,,0,0,873,239,2,1,17.12,2.9415,2.85,2.3802,1.07407407407407,27,0.0869565217391304,23,2.13636363636364,4.07692307692308,4.21428571428571,3.10344827586207,3.0689655172413794,1667,donald,0.26055827710213897,1.0869565217391304,0.9310344827586242,0.92,0.84375,0.6931471805599453,-0.7765287894989963,0.024096385542168683,0.7012987012987013,0.11304963017020046
561,DONATED,49,31,72,15,donated,v,1,1,136,123,132,120,2.67,2.1367,1.47,2.0934,1.32142857142857,28,2.52380952380952,21,2.90909090909091,2.76923076923077,4.925925925925929,2.44444444444444,4.34615384615385,1828,donated,0.31741933217914897,3.52380952380952,0.7567567567567576,0.28378378378378405,0.7245508982035929,4.795790545596741,-6.055333201077487,0.1724137931034483,0.6125,0.04199603603428905
562,DOOM,70,18,80,14,doom,n,4,12,286,173,174,145,5.61,2.4579,2.06,2.2405,1.7931034482758603,29,2.92592592592593,27,4.22727272727273,1.7037037037037,4.58620689655172,2.24137931034483,1.3448275862069,1385,doom,0.179536681615779,3.92592592592593,0.5576923076923083,0.2547169811320752,0.8241758241758241,4.9836066217083355,-6.351208849816076,0.14893617021276595,0.7954545454545454,0.13992147227996826
563,DOORMAN,78,15,76,20,doorman,n,1,7,162,129,149,122,3.18,2.2122,1.54,2.1139,1.11111111111111,27,0.9090909090909091,22,2.44444444444444,4.392857142857141,4.86206896551724,4.4,3.28571428571429,443,doorman,-0.0715084477764637,1.9090909090909092,0.9000000000000009,0.5238095238095238,0.8148148148148148,4.812184355372417,-5.45881152029747,0.20833333333333331,0.8387096774193549,0.0697654950317646
